Template,mname,Subject,date,Inactive Users,1st Time Openers,First Open %,1st Time Clickers,First Click %
1118 - (BriteBox) Vast Platinum Card v2 - 1030P,GPTTN2 DRAGON,"{{first_name}} we sent you a Vast Platinum Card offer, View ASAP",11/18/2022,10363,27,0.259865255,20,0.192622556
2x-111822-\xf0\x9f\x86\x95 (WhatIf) The American Survey CashApp - CPA (U)-10am-hbs&nc-{{first_name}} your Cash App Deposit of,GiftCardGrabber GFR,"{{first_name}} your Cash App Deposit offer was eDelivered on {{ ""now"" | date: ""%m/%d/20%y"" }",11/18/2022,17795,26,0.145895292,29,0.162701975
1118-22-BriteBox-NEWCreditChoic,GIFTCARDGRABBER MIKD FROG,unread message: regarding your new credit choice,11/18/2022,12337,25,0.202232648,15,0.121437824
Day 3 follow up to non openers: Level 2 (Still No Open) XWb-atox-72hrfp,GetPaidToTry TRG SDR,{{first_name}} we sent you a message. did you confirm,11/18/2022,8471,25,0.294256121,13,0.153229609
IN BT,GCGZ1 PNT,Email delivered {{first_name}} your Bitcoin offer needs activation.... \xe2\x9c\x9,11/18/2022,6866,24,0.348330914,30,0.435034803
Internal mjs sdr7gxw-1dyo-int-ato,MajorSweeps SDR,{{first_name}} You have a message in your inbox \xf0\x9f\x93\xa,11/18/2022,3711,24,0.642570281,36,0.960768615
INTERNAL AUTOMATIO,gcgSGRB WIFI,reminder {{first_name}} you still need to verify your emai,11/18/2022,8374,24,0.285782329,16,0.190703218
Internal_GPTT_DayNew [Official Email #1 ] {Day0} \xf0\x9f\x86\x8,GiftCardGrabber A DRL,Please confirm your emai,11/18/2022,4333,24,0.550837732,17,0.390804598
IN MJSSC Tx,IWS PNT,{{first_name}} \xf0\x9f\x8c\x9fYour $25 Scratch Off ticket is pending\xf0\x9f\x8c\x9,11/18/2022,34032,23,0.067537806,48,0.14084507
1118-22-Conceptional-McdonaldsGiftCard-(3NEW)(OPEN) \xe2\x9c\x8,SignatureSurveys FROG,"{{ ""now"" | date: ""%d-%m-%Y"" }} your McDonald\'s offer has arrive",11/18/2022,13481,23,0.170319905,36,0.266331287
SigN [1dyo-int-atox,SigN DRAGON,can you please confirm your email,11/18/2022,7692,22,0.285195748,15,0.19462826
1118  - SamSung s10 w Earbuds - CPA (U - 12p,GPTTN DRAGON,Confirmation #129411: Regarding Your Samsung S10 w/ Earbuds Offer..,11/18/2022,22768,22,0.096533567,19,0.083380875
111822-\xf0\x9f\x86\x95 (Conceptual) PayPal - CPA (U)-3am-7dn|7do-Thank you {{first_name}} {{last_name}} - Please complete AS,Major (Dave) GFR,Thank you {{first_name}} {{last_name}} - Please complete ASAP,11/18/2022,16688,22,0.13165769,26,0.155558215
111822-\xf0\x9f\x86\x95 (Skenzo) Checking Account 0519 - RS (U)-5am-7dn|5dc-{{first_name}} we sent you Checking Account optio,GiftCardGrabber GFR,"{{first_name}} we sent you Checking Account options, View ASAP",11/18/2022,17470,21,0.120061746,22,0.125771781
1117_22_internal_mjs_12am \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,{{first_name}} you have a message in your inbo,11/18/2022,13301,21,0.157633989,38,0.284878926
IN Sig Tx,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} You still have to confirm your email..",11/18/2022,4314,21,0.484429066,28,0.644864118
1118_22_internal_mjs_4pm \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,\xf0\x9f\x9a\xa8 {{first_name}} you have a message in your inbo,11/18/2022,15454,20,0.129249063,30,0.193748385
1118_22_internal_Scratch 12am \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber SDR,{{first_name}} Confirm your emai,11/18/2022,13198,20,0.151308821,24,0.181515656
Day 0 (Getitfree) Lysol Offer Template 1 (LSOT1)  EFLin,GiftCardGrabber UFC,Please review your offer letter.,11/18/2022,620,20,3.125,15,2.362204724
IN Gptt Tx,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Thank you for signing up, we wanted to send you a gift!",11/18/2022,4999,20,0.398485754,27,0.537206526
1118-22-Spark-AssistAmerica_clicked2x+3ne,Major Sweeps 2 FROG,we've tried to contact you...check for your options to receive funding assistance,11/18/2022,21269,19,0.089252161,16,0.075170308
1118-22-ZinQ-SamsungS22-(4NEW)(4OPEN,Sig. Surveys (GF Marketing) FROG,(email#RZ2893) Confirm this Samsung Galaxy S22 for Product Testin,11/18/2022,11814,19,0.160567903,25,0.211166484
111822-\xf0\x9f\x86\x95 (Zeeto) Bath & Body Rose Splash - CPA (U)-6am-7dn|3do-Thank you {{first_name}} {{last_name}} - Please,GiftCardGrabber GFR,Thank you {{first_name}} {{last_name}} - Please confir,11/18/2022,18263,19,0.10392736,21,0.114854518
11182-(INT) Scratch (Travis)-630am(email-exists)-TEST-GENERIC-7 | 1118-scratch-clsc (2,GetPaidToTry TRG SDR,Authenticate your emai,11/18/2022,44204,19,0.042964068,61,0.137806393
1118-22-Fluent-Survey Voices (Credit Cards,Major Sweeps 3 FROG,Email delivered: View your preferred credit card option,11/18/2022,27117,18,0.066334992,29,0.106829736
111822 PA PGASC (12:00pm) / Email Exists \xe2\x9c\x8,GCGZ1 PNT,{{first_name}} You has been selected for this gas card survey reward offer!,11/18/2022,58072,18,0.0309864,31,0.053353527
111722-(INT) Scratch (Travis)-7am(48 hour non opener) (2) | VERSION 2 |-1117a-scratch-clsc2 (2,GetPaidToTry TRG SDR,"Authenticate your email on  {{ ""now"" | date: ""%m-%d"" }",11/18/2022,41778,18,0.043066322,47,0.112372983
day 0 2 hour follow up coca-cola XWb-atoxzqcct1 \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,{{first_name}} we're trying to reach you regarding your product testing offe,11/18/2022,5031,18,0.356506239,7,0.138944025
1118-22-Whatif-HOMEMONEYGUIDE-(Plain)-(3NEW)(OPEN) \xe2\x9c\x8,SignatureSurveys FROG,\xf0\x9f\x94\xb4 confirm your funds informatio,11/18/2022,13420,18,0.133948504,21,0.156238375
111822 CP Ipad T1 (8:00pm) / Email Exists \xe2\x9c\x8,GCGZ1 PNT,"{{first_name}}, Secure your iPad Pro offer.",11/18/2022,59336,17,0.028642192,14,0.02358888
> \xf0\x9f\x9f\xa2-live-HAVE-NOT-CLICKED-ANY-EMAIL-MORE-THAN-3DAYS-AGAO-WORKFLOW-\xf0\x9f\x86\x95 (Skenzo 2) Debit Card 0321 - RS (U)-GFR3GX,Sig (Dave) GFR,"You received Debit Card options, View ASAP",11/18/2022,1135,17,1.475694444,15,1.304347826
REPLACEMENT-111822-\xf0\x9f\x86\x95 (ZinQ) Win cash moneygram - [YR] - CPA (U)-1pm-7dn|6do-MONEYGRAM CASH offer was sent to {,GiftCardGrabber GFR,"MONEYGRAM CASH offer was sent to {{first_name}} today, Accept ASAP",11/18/2022,19708,17,0.086185044,24,0.12162984
Internal - scratch Have Completed Any Automation Level ,GPTTco SDR,"\xf0\x9f\x93\xa7 {{first_name}} you have a message in your inbox, see her",11/18/2022,2969,16,0.5360134,46,1.525704809
Completed Any Automation NO OPEN EVER: Level 4 | scrtch-autonopnl,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} \xf0\x9f\x93\xa7 {{first_name}} you got a $25.00 scratch car",11/18/2022,2879,16,0.552677029,15,0.518313753
111822 - (Amici) Visa $500 Sweeps Template 2 (VSOT2) 4:00 am DEF \xe2\x9c\x8,MyShopDiscounts WIFI,"{{ ""now"" | date: ""%m-%d"" }} {{first_name}} please confirm your contact information \xe2\x86\x92\xf0\x9f\x93\xa8\xe2\x8f\xb",11/18/2022,38247,16,0.041815853,30,0.078376048
Internal_Sig_Day0 (Email #1) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,Sig TRG DRL,{{first_name}} we sent you a message aler,11/18/2022,2703,16,0.588451637,6,0.221483942
1118 - Scratch Internal v22  - 2A,GPTTN2 DRAGON,\xf0\x9f\x92\xac we sent you a message notificatio,11/18/2022,9033,15,0.165782493,22,0.242959691
IWS T,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Entry Ticket #IWS2863",11/18/2022,19832,15,0.075578173,20,0.100745517
GPTT D0 Scratch Card new Generic v2,GPTT C DRAGON,We sent you a message notificatio,11/18/2022,2149,15,0.693160813,10,0.463177397
SIG Internal v3 [New SL] [FN2] \xe2\x9c\x85  [Have AND AND] \xf0\x9f\x86\x8,GPTTN DRAGON,\xf0\x9f\x94\xb4 ((waiting inside)) confirm your accoun,11/18/2022,3202,15,0.466272925,18,0.559006211
1118-22-Schenzo-BuyNowPayLater-(3NEW)(OPEN,MajorM2 FROG,you have received buy now & pay later options. details inside,11/18/2022,43884,15,0.034169343,22,0.050107047
Day 0 (INT) MJS GENERIC ATTEMP,MajorSweeps UFC,please verify your email,11/18/2022,1395,15,1.063829787,10,0.711743772
3x-111822-\xf0\x9f\x86\x95 (Skenzo 2) Balance Transfer CC 0121 - RS (U)-6pm-hbs&nc-{{first_name}} we sent you Balance Transfe,GiftCardGrabber GFR,"{{first_name}} we sent you Balance Transfer Credit Card options, View ASAP",11/18/2022,17890,15,0.083775482,26,0.145121679
BSET - WF E #1 [IN SIGM T7,GCGZ1 PNT,\xf0\x9f\x98\x8d$5 BONUS\xf0\x9f\x98\x8d Create your account and start earning,11/18/2022,2298,14,0.605536332,11,0.476396709
MORE THAN 1 DAY OPEN - Internal - GiftCardGrabber CashAp,Giftcardgrabber DRAGON,your records indicate you would be interested in thi,11/18/2022,5314,14,0.262762763,12,0.225309801
Saad Official Day 0 \xf0\x9f\x86\x8,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} Confirm your Cashapp Offe",11/18/2022,2919,14,0.477326969,11,0.375426621
1118-22-Getpaidtotryinternal(C#10)-Open+BOnus(4d,MajorSweeps FROG,\xf0\x9f\x94\xb4 ((waiting inside)) activate your accoun,11/18/2022,28959,14,0.04832085,49,0.168918919
IN GCGCA Tx / Project ,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Your deposit offer pending confirmation..",11/18/2022,7592,14,0.184065212,18,0.23653088
1118_22_fluent_cashapp_4am \xe2\x9c\x85\xf0\x9f\x85\xb,MajorSweeps SDR,{{first_name}} your Cashapp offer is her,11/18/2022,21136,14,0.066193853,16,0.075642965
4x-111822-\xf0\x9f\x86\x95 (Tagada) Vouchers Avenue - CashApp - CPA (U)-10pm-nce-{{first_name}} you received a Cash Deposit e,Major (Dave) GFR,"{{first_name}} you received a Cash Deposit entry on {{ ""now"" | date: ""%m/%d/%y"" }",11/18/2022,21754,14,0.06431459,25,0.114789476
(Zinq) PayPal ATOCOMP,gcgSGRB WIFI,(1) Delivered: we tried reaching you..,11/18/2022,1351,13,0.953079179,34,2.454873646
4PM - 1118 -  ZinQ - Test the microsoft pro duo v2 - [YR] - CPA (U)  \xe2\x98\x85 \xe2\x9c\x8,GPTT C DRAGON,This is a relevant message for {{first_name},11/18/2022,6492,13,0.199846272,31,0.475241453
TRIGGER SIG DROP EFLin,gpttSGRB WIFI,{{first_name}} confirm your $5 account credit!,11/18/2022,427,13,2.954545455,6,1.385681293
1118_22_Fluent_CashApp_7pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,Please Confirm Your CASHAPP offe,11/18/2022,15797,13,0.082226439,17,0.107499684
1118_22_internal_mjs 4pm \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,\xf0\x9f\x9a\xa8 {{first_name}} you have a message in your inbo,11/18/2022,44248,13,0.02937123,37,0.083549735
1118-22-WhatIf - USA Assistance Guid,MajorM1 FROG,(nov. 18th): check for potential funds in your name...,11/18/2022,43574,13,0.029825407,23,0.052755924
4x-111822-\xf0\x9f\x86\x95 (WhatIf) Free Daily Raffle - Cashapp - RS (U)-10pm-nce-Please verify your emai,Sig (Dave) GFR,Please verify your emai,11/18/2022,11559,13,0.112340131,17,0.146855563
1118_22_zinq_pepsi_10am \xe2\x9c\x85\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,{{first_name}} Confirm your Pepsi Fridge offer,11/18/2022,40405,13,0.032163887,22,0.054419076
2 Day New No Opens - (Zinq) PayPal Template 1 [PPLT1] EFLin,MSDZ1 WIFI,(1) Delivered: we tried reaching you,11/18/2022,12000,13,0.108216099,20,0.166389351
DAY0 GPTT Internal v2,Signature 2019 DRAGON,You received a confirmation emai,11/18/2022,1522,12,0.782268579,8,0.522875817
Day0 (INT) Gift Card Grabber [GCGT1] EFLin,MSDZ1 WIFI,you need to verify your emai,11/18/2022,6166,12,0.194237617,17,0.274947437
1118_22_Conceptual_Paypal_4am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,NEW: Your $500 PayPal Offer is Here \xe2\xaa\xb,11/18/2022,18817,12,0.063731478,18,0.095566764
1118 - Scratch Card v7 new \xe2\x98\x85 230AM \xe2\x9c\x85  [FIRST,Signature 2019 DRAGON,"{{first_name}}, please activate your emai",11/18/2022,13573,12,0.08833272,16,0.117742292
111822-\xf0\x9f\x86\x95 (WhatIf) Free Daily Raffle - Cashapp - RS (U)-4am-7dn|3do-CASH APP DEPOSIT was sent to {{first_name}},Sig (Dave) GFR,CASH APP DEPOSIT was sent to {{first_name}} {{last_name}} - Please confir,11/18/2022,8821,12,0.135854183,16,0.18105692
GetPaidToTry-(Creative#SA)-STRONG-CREATIV,Major Sweeps 3 FROG,Unread:Confirm Your Emai,11/18/2022,2721,12,0.439077936,10,0.366166239
1118_22_zeeto_paypal 12pm \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,"{{first_name}} your $1K PayPal offer has arrived, see her",11/18/2022,15052,12,0.079660117,11,0.073026622
O no O in 6 D GPTT T2 \xf0\x9f\x86\x89 EVERFLO,gcgSGRB WIFI,Please verify your email info insid,11/18/2022,1351,12,0.880410858,9,0.661764706
Scratch Card v10 - [scr-dz2,GPTTN2 DRAGON,"{{ ""now"" | usa_time_zone: ""ET"" | date: ""%m-%d-%Y"" }} we sent you a messag",11/18/2022,1066,12,1.113172542,15,1.38760407
1118_22_Conceptual_Visa_6am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,VISA reward survey worth $1000 for yo,11/18/2022,19232,12,0.062357098,6,0.031188273
Saad Official Day 0 (gpt-d0-stp) \xf0\x9f\x85\xb,GetPaidToTry TRG SDR,{{date}} you have a message in your inbo,11/18/2022,4842,12,0.247218789,10,0.206100577
Internal_SIG_1DY,Sig TRG DRL,{{first_name}} we sent you a message aler,11/18/2022,3200,12,0.373599004,8,0.249376559
1118_22_ZinQ_CashApp_1215pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,{{first_name}} confirm your CashApp offer,11/18/2022,16913,12,0.070901034,22,0.129908474
1118_22_internal_mjs_7am \xe2\x9c\x85\xf0\x9f\x85\xb0  (12pmtst temp,GPTTco SDR,"{{first_name}} you have a message in your inbox, check it out",11/18/2022,14151,12,0.084727812,22,0.155224723
GPTT Internal - Completed Day 0 rotation and still 0 open  \xf0\x9f\x85\xb0 (2GXWb-gpttflup,GetPaidToTry TRG SDR,2nd attempt: Activate your accoun,11/18/2022,4826,11,0.227413686,12,0.248036379
1118-22-Clickwork7-CashappVSPaypal-Clicked2x+3ne,Sig. Surveys (GF Marketing) FROG,cash app deposit or paypal gc - you get to choose\xf0\x9f\x94\xb,11/18/2022,9482,11,0.115874855,17,0.178966207
Day 1: Clickwork Cashapp (d1u-bxin) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GPTTco SDR,{{date}} confirm your Cashapp offe,11/18/2022,3226,11,0.339820822,6,0.185643564
1118_22_Conceptual_Kohls_9am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,We've been trying to reach you...,11/18/2022,16121,11,0.068187454,14,0.086767896
1118_22_conceptual_visa_2am \xe2\x9c\x85\xf0\x9f\x85\xb,SigCo SDR,\xf0\x9f\x94\x94 {{first_name}} Confirm your Visa offe,11/18/2022,14394,11,0.076362374,11,0.076362374
1118_22_Conceptual_Visa_7am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,Please confirm your Visa offe,11/18/2022,15617,11,0.070386486,17,0.108737367
CashApp - csh-do75 \xf0\x9f\x85\xb,GetPaidToTry TRG SDR,"alert - confirm your Cashapp offer for {{ ""now"" | date: ""%m-%d"" }",11/18/2022,4988,11,0.220044009,14,0.279888045
1118_22_Fluent_Rewardle750Cash_10pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,\xe2\x81\x96You have 3 chances. Can you guess today's cash reward?\xe2\x81\x9,11/18/2022,19353,11,0.056806445,17,0.087764584
Conceptual_Kohls_Day0 (Email #4,giftcardgrabber FROG,\xf0\x9f\x94\xb4 {{first_name}} please confirm your emai,11/18/2022,2812,11,0.389656394,12,0.424929178
1118_22_Internal_SIG_12am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,{{first_name}} we sent you a message aler,11/18/2022,17612,11,0.06241843,33,0.187021819
111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPC-12am-7dn|3do-Your account deposit offer info details have posted \xe2\x9c\x8,GiftCardGrabber GFR,Your account deposit offer info details have poste,11/18/2022,17497,11,0.062828421,22,0.125577944
1118_22_Conceptual_CashApp_10am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,Please confirm your CashApp offe,11/18/2022,19526,11,0.056303424,23,0.117653077
"111822-\xf0\x9f\x86\x95 (Conceptual) PayPal - CPA (U)-1am-7dn|3do-{{ ""now"" | date: ""%m/%d/20%y"" }}, Your PayPal offer was eDe",Sig (Dave) GFR,"{{ ""now"" | date: ""%m/%d/20%y"" }}, Your PayPal offer was eDelivered, Confirm ASAP",11/18/2022,8928,10,0.111881853,8,0.089525515
> \xf0\x9f\x9f\xa2-live-3DAY-NON-CLICKER-WORKFLOW-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPA-GFR19GXW3DNCW-gcgcas-ATO,GiftCardGrabber GFR,"2ND NOTICE: You received a $100 Cash Deposit entry on {{ ""now"" | date: ""%m/%d/%y"" }",11/18/2022,6232,10,0.160205062,23,0.367705835
Level 2: Scratch $25.00 | 4 Day No Click |  sctch-4ncl,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} Confirm your$25.00 Scratch Car",11/18/2022,2396,10,0.415627598,13,0.539643005
1118-22-Conceptional-TARGET-(4NEW)(OPEN,giftcardgrabber FROG,you've got (1) email: we tried to contact yo,11/18/2022,14287,10,0.069944744,23,0.160726765
830AM - 1118 - Conceptual Adidas v2 [first] [date] \xe2\x98\x85 \xe2\x9c\x8,Signature 2019 DRAGON,{{first_name}} please confirm your offer delivered on 11/18/202,11/18/2022,13559,10,0.073697398,13,0.095785441
1118_22_conceptual_PayPal_2am \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber SDR,\xf0\x9f\x94\x94 Your PayPal offer is her,11/18/2022,13653,10,0.073190368,10,0.073190368
MORE THAN 1 DAY NON CLICK - GPTT Internal v12.,Giftcardgrabber DRAGON,\xf0\x9f\x94\xb4  $5 instant activation bonus offe,11/18/2022,5351,10,0.186532363,3,0.056032873
1118_22_zinq_winiphone13 8am \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber SDR,{{first_name}} Your iPhone offer has arrive,11/18/2022,15257,10,0.065500753,9,0.058954539
7DAY-NEW-\xf0\x9f\x86\x95 GiftCardGrabber - Cash App - CPA-You have received a pin,Sweepsgen (Dave) GFR,You have received a pin,11/18/2022,13036,10,0.076651847,11,0.084310569
2 Day New No Opens - EMAIL #2 EFLin,MSDZ1 WIFI,"{{first_name}}, your email needs to be confirme",11/18/2022,12200,10,0.081900082,10,0.081900082
Clickwork7_CashAppVsPaypal_CB12DNO \xf0\x9f\x86\x8,GiftCardGrabber A DRL,Cash App deposit or PayPal GC - You get to choos,11/18/2022,4281,9,0.20979021,5,0.116658889
1118_22_fluent_venmo_6pm \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,\xf0\x9f\x94\x94 Your Venmo offer is here..,11/18/2022,15688,9,0.057335797,15,0.095523148
48 Hour Non-Opener - GiftCardGrabber CashApp -  | 48hrnopnl,GPTTN2 DRAGON,"{{ ""now"" | date: ""%m-%d"" }}  your records indicate you would be interested in thi",11/18/2022,4058,9,0.221293337,5,0.123061777
1118_22_fluent_Venmo 6pm \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,{{first_name}} Your Venmo offer is here,11/18/2022,44494,9,0.020223356,23,0.051665656
1118 - Zinq Playstation 5 v2  \xf0\x9f\x86\x89\xf0\x9f\x86\x89 230P,GPTTN2 DRAGON,\xf0\x9f\x8e\xae PlayStation 5 Product Tester Openin,11/18/2022,10169,9,0.088426017,13,0.127676291
111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPC-12am-7dn|7do-Your alert confirmation code is 751-932 \xe2\x9c\x8,Major (Dave) GFR,Your alert confirmation code is 751-93,11/18/2022,16701,9,0.053859964,23,0.137526907
1118_22_zinq_samsungS21_2pm \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,{{first_name}} your Samsung offer has arrive,11/18/2022,12711,9,0.070754717,13,0.102169129
(INT) Gift Card Grabber [GCGT1] EFLin,MSDZ1 WIFI,We sent you a cash app deposit offer alert..,11/18/2022,6166,9,0.145748988,8,0.12957564
111822-\xf0\x9f\x86\x95 (Skenzo) Cashback CC 0519 - RS (U)-4am-7dn|3do-{{first_name}} we sent you Cashback Credit Card option,Major (Dave) GFR,"{{first_name}} we sent you Cashback Credit Card options, View ASAP",11/18/2022,15866,9,0.056692913,6,0.037802419
1118_22_ZinQ_TestAvictoriasSecretPackage_8pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,Test and keep a Victoria's Secret packag,11/18/2022,20062,9,0.044840815,18,0.089641434
*111822-\xf0\x9f\x86\x95 Signature Surveys - CPA-12am-7dn|3do-182883 is your confirmation code no. \xe2\x9c\x8,Sweepsgen (Dave) GFR,182883 is your confirmation code no,11/18/2022,18509,9,0.048601361,18,0.097155503
"2x-111822-\xf0\x9f\x86\x95 (Tagada) Vouchers Avenue - CashApp - CPA (U)-9am-hbs&nc-You received a Cash Deposit entry on {{ ""n",Major (Dave) GFR,"You received a Cash Deposit entry on {{ ""now"" | date: ""%m/%d/%y"" }",11/18/2022,16670,9,0.05396007,24,0.143764227
1118_22_whatif_visa 10am \xe2\x9c\x85\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,{{first_name}} your Visa offer has arrive,11/18/2022,30976,8,0.025819778,13,0.041950369
> \xf0\x9f\x9f\xa2-live-HAVE-NOT-CLICKED-ANY-EMAIL-MORE-THAN-3DAYS-AGAO-WORKFLOW-\xf0\x9f\x86\x95 (Zeeto) Nike Socks 2 - CPA (U)-GFR7GXWAHNC,Major (Dave) GFR,"Verify your shipping details, Nike Package offer is read",11/18/2022,2785,8,0.286430362,5,0.17921147
3x-111822-\xf0\x9f\x86\x95 (WhatIf) The American Survey CashApp - CPA (U)-5pm-hbs&nc-\xf0\x9f\x94\xb4 {{first_name}} we've been trying to re,GiftCardGrabber GFR,\xf0\x9f\x94\xb4 {{first_name}} we've been trying to reach you..,11/18/2022,17787,8,0.044956448,22,0.123533045
"3x-111822-\xf0\x9f\x86\x95 (Conceptual) PayPal - CPA (U)-5pm-hbs&nc-You received a PAYPAL GC offer today, Confirm ASAP",Major (Dave) GFR,"You received a PAYPAL GC offer today, Confirm ASAP",11/18/2022,16671,8,0.047964506,15,0.089895721
Day 0 Follow Up: Zinq Samsung Product Test (atox-ssngsmra1) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GPTTco SDR,Product Test a Samsung OLED TV. Confirm Your Applicatio,11/18/2022,2948,8,0.270635995,4,0.135501355
1118_22_fluent_wellsfargo_8am \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,{{first_name}} your offer is her,11/18/2022,14305,8,0.055893244,5,0.034940601
PA Shell Survey $9,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} You\xe2\x80\x99ve been selected! Confirm your survey reward offer",11/18/2022,5121,8,0.155975824,18,0.350262697
"EMAIL EXIST-\xf0\x9f\x86\x95 GiftCardGrabber - Cash App CPA-ALERTS: You received a $100 Cash Deposit entry on {{ ""now"" | date",GPTT (Dave) GFR,"ALERTS: You received a $100 Cash Deposit entry on {{ ""now"" | date: ""%m/%d/%y"" }",11/18/2022,22771,8,0.035120067,18,0.078985475
7DAY-NEW-\xf0\x9f\x86\x95 GetPaidToTry - CPA-Activate your accoun,GPTT (Dave) GFR,Activate your accoun,11/18/2022,14958,8,0.053454497,7,0.04677581
1118-22-$25ScratchCard-(Creative#7,SweepsMonthly SDR,you have a message in your inbox...,11/18/2022,21000,8,0.038080731,15,0.071377587
4x-111822-\xf0\x9f\x86\x95 (WhatIf) The American Survey CashApp - CPA (U)-9pm-1dnc-{{first_name}} we've been trying to reach ,GiftCardGrabber GFR,{{first_name}} we've been trying to reach you..,11/18/2022,24313,8,0.032893384,12,0.049331963
1118_22_fluent_cashapp100_9am \xe2\x9c\x85\xf0\x9f\x85\xb,GPTTco SDR,your Cashapp offer is her,11/18/2022,14490,8,0.055180025,16,0.110299187
Internal Scratch Card - [Dewalt DS GIF Lande v4 Based,GPTT C DRAGON,This is a message for {{first_name},11/18/2022,670,8,1.179941003,8,1.179941003
Internal_Sig_Day0 (Email #1) [MA-C2,giftcardgrabber FROG,{{first_name}} we sent you a messag,11/18/2022,2700,8,0.295420975,9,0.332225914
> \xf0\x9f\x9f\xa2-live-HAVE-NOT-CLICKED-ANY-EMAIL-MORE-THAN-3DAYS-AGAO-WORKFLOW-\xf0\x9f\x86\x95 GiftCardGrabber - Cash App CPA-GFR7GXWAHNC,Major (Dave) GFR,You have received a pin,11/18/2022,2948,7,0.236886633,10,0.338066261
2x-111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPC-7am-hbs&nc-65478 is your Cash App Deposit offer receipt no,Major (Dave) GFR,65478 is your Cash App Deposit offer receipt no,11/18/2022,16695,7,0.041911148,9,0.05387931
Sig Internal(PLAINCREATIVE)-NEW WorkFlow (1) \xe2\x9c\x8,GPTT FROG,[1] your account needs confirmatio,11/18/2022,1726,7,0.403923832,8,0.461361015
2 Day New No Opens - EMAIL #3 EFLin,MSDZ1 WIFI,{{first_name}} your $12k sweeps entry needs your confirmation,11/18/2022,6736,7,0.10381136,3,0.044516991
zeeto paypal dro,GetPaidToTry TRG SDR,{{first_name}} your PayPal offer has arrive,11/18/2022,1043,7,0.666666667,13,1.231060606
1118_22_Internal_Scratch_10am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,SignatureSurveys A DRL,email verification requeste,11/18/2022,6766,7,0.103351543,14,0.206489676
> \xf0\x9f\x9f\xa2-live-HAVE-NOT-CLICKED-ANY-EMAIL-MORE-THAN-3DAYS-AGAO-WORKFLOW-\xf0\x9f\x86\x95 (Skenzo 2) Debit Card 0321 - RS (U)-GFR7GX,Major (Dave) GFR,"You received Debit Card options, View ASAP",11/18/2022,2785,7,0.250716332,3,0.107604017
Internal_SIG_Day0 Non-Openers \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,Sig TRG DRL,{{first_name}} we sent you a message aler,11/18/2022,2681,7,0.260416667,9,0.334572491
1118_22_zinq_cashapp_1p,GetPaidToTry TRG SDR,"{{ ""now"" | date: ""%m-%d"" }}  your cashapp offer has arrive",11/18/2022,41254,7,0.016965173,40,0.096866373
